Region	Address	EndAddress	Length	Type	Description	Details
sram	$7012C0	$70131F	96 bytes	Sprite Table	24 2-word entries, one sprite per: Word 1: X delta, or pixels moved since last frame (curr X - prev X) Word 2: Y delta, or pixels moved since last frame (curr Y - prev Y)	
sram	$701320	$70135F	64 bytes	Sprite Table	16 2-word entries, one ambient sprite per: Word 1: Ambient sprite ID ( list of valid values with their names ) Word 2: Pointer to first entry within OAM buffer	
sram	$701360	$7013BF	96 bytes	Sprite Table	24 2-word entries, one sprite per: Word 1: Sprite ID ( list of valid values with their names ) Word 2: Pointer to first entry within OAM buffer	
sram	$7013C0	$7013FF	64 bytes	Sprite Table	16 2-word entries, one ambient sprite per: Word 1: Facing/direction: 00000yx0 y = Y flip x = X flip Word 2: Current animation frame	
sram	$701400	$70145F	96 bytes	Sprite Table	24 2-word entries, one sprite per: Word 1: Facing/direction: 00000yx0 y = Y flip x = X flip Note: Y-flip conventionally set by OAM mirror Word 2: Current animation frame (High byte is used as a special flag for shyguys when spat upwards)	
sram	$701460	$70149F	64 bytes	Sprite Table	16 4-byte entries, one ambient sprite per: Byte 1: Stage-wide ID (is always $FF as ambient sprites do not respawn) Byte 2: Background layer # of ambient sprite (unused?) Byte 3: Ambient Sprite Prioirty (0-7) - higher means further back - $FF used to disable drawing Byte 4: 00 (unused)	
sram	$7014A0	$7014FF	96 bytes	Sprite Table	24 4-byte entries, one sprite per: Byte 1: Stage-wide ID ($FF means no respawn) Byte 2: Background layer # of sprite Byte 3: Sprite Prioirty (0-7) - higher means further back - $FF used to disable drawing Byte 4: 00 (unused)	
sram	$701500	$70153F	64 bytes	Sprite Table	16 2-word entries, one ambient sprite per: Word 1: X acceleration (e.g. gravity, friction) Word 2: Y acceleration	
sram	$701540	$70159F	96 bytes	Sprite Table	24 2-word entries, one sprite per: Word 1: X acceleration (e.g. gravity, friction) Word 2: Y acceleration	
sram	$7015A0	$7015DF	64 bytes	Sprite Table	16 2-word entries, one ambient sprite per: Word 1: X acceleration ceiling (max speed for acceleration to apply) Word 2: Y acceleration ceiling	
sram	$7015E0	$70163F	96 bytes	Sprite Table	24 2-word entries, one sprite per: Word 1: X acceleration ceiling (max speed for acceleration to apply) Word 2: Y acceleration ceiling	
sram	$701640	$70167F	64 bytes	Sprite Table	16 2-word entries, one ambient sprite per: Word 1: X coordinate relative to camera Word 2: Y coordinate relative to camera	
sram	$701680	$7016DF	96 bytes	Sprite Table	24 2-word entries, one sprite per: Word 1: X coordinate relative to camera Word 2: Y coordinate relative to camera	
sram	$7016E0	$70171F	64 bytes	Sprite Table	16 2-word entries, one ambient sprite per: Word 1: vertical terrain collision offset in pixels (signed) Word 2: Index into reserved dynamic tiles table , often used for SuperFX graphics ($FFFF means disabled) (unused for ambient sprites?)	
sram	$701720	$70177F	96 bytes	Sprite Table	24 2-word entries, one sprite per: Word 1: vertical terrain collision offset in pixels (signed) Word 2: Index into reserved dynamic tiles table , often used for SuperFX graphics ($FFFF means disabled)	
sram	$701780	$7017BF	64 bytes	Sprite Table	16 2-byte and 1-word entries, one ambient sprite per: Byte 1: 00 Byte 2: Timer, used for whatever that sprite needs. (unused in game?) Word 2: Timer, zero removes ambient sprite (every sprite?). Often used for duration of each animation.	
sram	$7017C0	$70181F	96 bytes	Sprite Table	24 4-byte entries, one sprite per: Yoshi collision information: Byte 1: ?? Byte 2: Timer, used for whatever that sprite needs. Only sprite timer active during pause flags. (unused in game?) Byte 3: $00: Yoshi is to the left of the sprite; $02: Yoshi is to the right of the sprite Byte 4: $00: Yoshi is above the sprite; $02: Yoshi is below the sprite	
sram	$701820	$70185F	64 bytes	ASM	16 4-byte entries, one ambient sprite per: Byte 1: ???????G (on ground flag) Byte 2: ?? Byte 3: init $FF, ? Byte 4: init $1F, ?	
sram	$701860	$7018BF	96 bytes	Sprite Table	24 2-word entries, one sprite per: Word 1: Terrain collision flags, ???????? ????LRUD, high byte is unused; L = Left R = Right U = Up D = Down Word 2: Lava and water collision flag ???????? ??LW??? L = Lava W = Water	
sram	$7018C0	$7018FF	64 bytes	Sprite Table	Wildcard table; 4 bytes per ambient sprite to be used as each one pleases (never initialized or cleared on spawn)	
sram	$701900	$70195F	96 bytes	Sprite Table	Wildcard table; 4 bytes per sprite to be used as each one pleases.	
sram	$701970	$701971	2 bytes	Misc.	Random number generator (RNG) address, adds horizontal & vertical scanlines per sprite per frame	
sram	$701972	$701973	2 bytes	Misc.	Sprite slot # of sprite being currently processed	
sram	$701974	$701975	2 bytes	Timer	Frame counter, only counts when sprites are being processed - includes gamemodes $07, $0C (only in level fade-in), $0E, $0F, $10 (inside level, not score screen), $15, $39 Controls tileset animation	
sram	$701976	$7019D5	96 bytes	Sprite Table	Wildcard table; 4 bytes per sprite to be used as each one pleases. Commonly used for AI state, graphical state, or other purposes.	
sram	$7019D6	$701A35	96 bytes	Sprite Table	Wildcard table; 4 bytes per sprite to be used as each one pleases. Common usages: Byte 1: AI state Byte 2: Index for which Super FX graphic/animation frame Byte 3: "Next" animation frame Byte 4: Custom per sprite	
sram	$701A36	$701A95	96 bytes	Sprite Table	24 2-word entries, one sprite per: Super FX morphing values to be used as each Super FX sprite needs, most common is scale then rotation.	
sram	$701A96	$701AF5	96 bytes	Sprite Table	24 2-word entries, one sprite per: Each word is a timer, used for whatever that sprite needs. Common uses are AI and skeletal animations.	
sram	$701AF6	$701B55	96 bytes	Sprite Table	24 2-word entries, one sprite per: Each word is a timer, used for whatever that sprite needs. (Additional general purpose timers if needed)	
sram	$701B56	$701BB5	96 bytes	Sprite Table	24 2-word entries, one sprite per: Word 1: X offset for hitbox center Word 2: Y offset for hitbox center	
sram	$701BB6	$701C15	96 bytes	Sprite Table	24 2-word entries, one sprite per: Word 1: Width of hitbox from center (both sides) Word 2: Height of hitbox from center (top & bottom)	
sram	$701C16	$701C75	96 bytes	Sprite Table	24 2-word entries, one sprite per: Word 1: X distance from Yoshi (+ means to the right of Yoshi) Word 2: Y distance from Yoshi (+ means below Yoshi)	
sram	$701C76	$701CD5	96 bytes	Sprite Table	24 2-word entries, one sprite per: Word 1: On collision with another sprite, X delta from that sprite (this X - that X) Word 2: On collision with another sprite, Y delta from that sprite (this Y - that Y)	
sram	$701CD6	$701D35	96 bytes	Sprite Table	24 2-word entries, one sprite per: Word 1: Hitbox X center position (X + offset ) Word 2: Hitbox Y center position (Y + offset )	
sram	$701D36	$701D95	96 bytes	Sprite Table	24 4-byte entries, one sprite per: Byte 1: Slot # of sprite currently colliding with + 1, $FF for Yoshi Byte 2: ?? (something with most recent collision) Byte 3: Collision state: $00 = May collide with Yoshi's body/tongue/other sprites, $01 = May not collide with Yoshi's body/other sprites but can be tongued, beyond $01 = Cannot collide with Yoshi/sprites, counts down until $01 to enable tongue collision Byte 4: ?? (used only for special purposes)	
sram	$701D96	$701DF5	96 bytes	Sprite Table	24 2-word entries, one sprite per: Word 1: Timer of being frozen from ice melon, counts down Word 2: Unused (most likely)	
sram	$701DF6	$701DF7	2 bytes	Misc.	Size of current egg inventory in bytes (eggs/keys * 2)	
sram	$701DF8	$701E03	12 bytes	Misc.	Current egg inventory sprite indices, 2 bytes per	
sram	$701E04	$701E05	2 bytes	Misc.	Super Baby Mario timer: counts down	
sram	$701E06		1 byte	Misc.	"Show hidden items" flag	
sram	$701E08	$701E09	2 bytes	Layer 1 Tilemap	Dynamic block bitflags: $0008: !-switch blocks on $0010: Baby Mario blocks on	
sram	$701E0A	$701E0B	2 bytes	Flag	Camera Y centers on Yoshi	
sram	$701E0C		1 byte	Misc.	Camera X subpixel	
sram	$701E0D		1 byte	Misc.	Camera X pixels moved this frame	
sram	$701E0E		1 byte	Misc.	Camera Y subpixel	
sram	$701E0F		1 byte	Misc.	Camera Y pixels moved this frame	
sram	$701E10	$701E11	2 bytes	Misc.	Previous frame value for Yoshi's X subpixel	
sram	$701E12	$701E13	2 bytes	Misc.	Previous frame value for Yoshi's X position	
sram	$701E14	$701E15	2 bytes	Misc.	Previous frame value for Yoshi's Y subpixel	
sram	$701E16	$701E17	2 bytes	Misc.	Previous frame value for Yoshi's Y position	
sram	$701E18	$701E19	2 bytes	Misc.	Minimum left side camera X boundary (screen stoppers and other things can change this)	
sram	$701E1A	$701E1B	2 bytes	Misc.	Maximum right side camera X boundary (screen stoppers and other things can change this)	
sram	$701E1C	$701E1D	2 bytes	Misc.	Minimum upper camera Y boundary	
sram	$701E1E	$701E1F	2 bytes	Misc.	Maximum lower camera Y boundary	
sram	$701E20	$701E21	2 bytes	Misc.	Camera X window minimum (+ 24 = maximum), set to $30 if Yoshi facing right (left side) and $A8 for facing left (right side)	
sram	$701E22	$701E23	2 bytes	Misc.	Camera Y window minimum (+ 8 = maximum), set to $10 for top, $A0 for bottom	
sram	$701E24	$701E25	2 bytes	Misc.	Frame counter for pressing up/down buttons to scroll the screen up or down, increments, starts scrolling at $10	
sram	$701E26	$701E27	2 bytes	Misc.	X distance traveled by autoscroller, subpixel (high byte is spillage)	
sram	$701E28	$701E29	2 bytes	Misc.	Current autoscroll X velocity, in pixels & subpixels	
sram	$701E2A	$701E2B	2 bytes	Flag	Indicates that a camera event is active & pausing the game (stairs, flower vine, etc.)	
sram	$701E38	$701E39	2 bytes	Misc.	Camera Y speed during camera event (stairs, etc.)	
sram	$701E3E	$701E3F	2 bytes	Sprite Number	Sprite slot # (+ 1) of spinning 3D plank sprite (sprite ID $039) that Yoshi is currently standing on, $0000 if not standing on these	
sram	$701E40	$701E41	2 bytes	Misc.	Current "angle" of the pseudo-3D platforms (e.g. falling walls, rolling logs) currently being processed.	
sram	$701E42	$701E43	2 bytes	Misc.	X position of the pseudo-3D platform (e.g. falling walls, rolling logs) currently being processed + 8.	
sram	$701E48	$701E49	2 bytes	Misc.	$0000: Baby Mario is on Yoshi's back, $FFFF: not	
sram	$701E4A	$701E4B	2 bytes	Sprite Number	Overwrite ambient sprite slot # ($0000~$003C) to use when spawning an ambient and the tables are full, spawn at this slot - 4 (if < 0, wraparound to $003C)	
sram	$701ECC	$701ECD	2 bytes	Super FX	Dynamic Super FX graphics tiles ($5C00-$5D00 VRAM) currently used/reserved, each bit corresponds to a 16x16 chunk within the full space, 1 means currently used, 0 means free Each nibble of this word corresponds to a 32x32 piece, and then row-major starting at top left, so the full thing is %1234123412341234 where: 1 = top left 2 = top right 3 = bottom left 4 = bottom right	
sram	$701ECE	$701EED	32 bytes	Super FX	Sprites' dynamic Super FX graphics reserved chunks, 16 word-sized entries, each one represents which 16x16 chunks of graphics that a particular sprite personally has reserved for it, follows same format as $701ECC , acts as a mask so all 0 bits means this sprite is not using that chunk, the dynamic tile index indexes into this	
sram	$701EEE	$701EEF	2 bytes	Misc.	Camera X offset value during Offset-Per-Tile mode	
sram	$701EF0	$701EF1	2 bytes	Misc.	Camera Y offset value during Offset-Per-Tile mode	
sram	$701EF2	$701F31	64 bytes	Misc.	Offset per tile mode X offsets: 32 word-sized X offsets, one per screen 8-pixel row, starting at top of screen	
sram	$701F32	$701F71	64 bytes	Misc.	Offset per tile mode Y offsets: 32 word-sized Y offsets, one per screen 8-pixel column, starting at left side of screen	
sram	$701F72	$701FC1	80 bytes	Layer 1 Tilemap	Effects table for wavy BG1 (like in 6-4 log ride lava), 20 4-byte entries, each entry represents a rectangle in the map which triggers the wavy effect: Byte 1: Leftmost X tile (all coordinates and sizes are 16 pixel tile regions of the entire area) of rectangle Byte 2: Topmost Y tile Byte 3: Width of rectangle - 1 Byte 4: Height - 1 NOTE: when triggered, X will be per-column but Y will activate for the entire height of the screen	
sram	$701FE8	$701FE9	2 bytes	Timer	Timer for fuzzy dizzy effect, starts at $400	
sram	$701FEA	$701FEB	2 bytes	Player Physics	Cross section state, in conjunction with cross section flag : Upon entering: $0001: overlay fade out $0002: does nothing $0003: does nothing $0004: palette fading (unused?) $0005: done $0006: unused $0007: unused Upon leaving: $0001: does nothing $0002: palette fading (unused?) $0003: copy BG1 left tilemap $0004: copy BG1 right tilemap $0005: dump to BG3 $0006: overlay fade in $0007: done	
sram	$701FEC	$701FED	2 bytes	Flag	Inside cross section: $0000: not inside, $0002: inside	
sram	$702000	$7021FF	512 bytes	Misc.	CGRAM mirror table (palettes)	
sram	$702200	$7025FF	1024 bytes	Misc.	Lookup table for function y = 1/x, mirrors $00E552-$00E951 Used by GSU to divide. It does not have a hardware divide so this lookup table is used instead.	
sram	$702600	$702602	3 bytes	Misc.	Pointer to sprite level data for current level	
sram	$702604	$702623	32 bytes	Misc.	Newly spawned column of BG3 cross section tiles, SNES VRAM tilemap format ($01CE = blank tile)	
sram	$702624	$702643	32 bytes	Misc.	Mirror of $702604	
sram	$702644	$702683	64 bytes	Misc.	Newly spawned row of BG3 cross section tiles, SNES VRAM tilemap format ($01CE = blank tile)	
sram	$7027CE	$7028C9	252 bytes	Misc.	Newly spawned sprites this frame, up to 31 8-byte entries, with 4 bytes extra for a possible "end marker" (first word being negative indicates to go no further in the table): Word 1: Sprite ID (gets put into $701360 ) Word 2: X coordinate Word 3: Y coordinate Word 4: Stage ID, background layer, sprite priority (gets put into $7014A0 )	
sram	$7028CA	$7029C9	256 bytes	Misc.	Stage sprites' spawning flags, 1-byte entries indexed by their stage ID ($00-$FF, same as in $7014A0 table): $00: Not spawned in currently, ready to spawn when column/row is reached $FF: Do not spawn: this either means the sprite is currently spawned in or is destroyed like enemy swallowed	
sram	$7029CA	$7029CB	2 bytes	Misc.	Pointer into next free entry of $7029CC table	
sram	$7029CC	$702D6B	928 bytes	Misc.	Sprite interactive terrain buffer - mostly used for sprites that break sand, each sprite has 5 entries representing left, right, center, top, and bottom; room for up to 23 sprites, plus one additional entry; 8-byte entries: Word 1: X coordinate Word 2: Y coordinate Word 3: ??? Word 4: ???	
sram	$703372	$703515	420 bytes	Misc.	HDMA BG Scroll Buffer, gets copied to $7E5040	
sram	$703516	$7036B9	420 bytes	Misc.	HDMA BG Scroll Buffer, gets copied to $7E51E4	
sram	$703A02	$703D49	840 bytes	Misc.	Window 1 & 2 (registers $2126-$2129) Buffer, gets copied to $7E56D0	
sram	$704070	$704071	2 bytes	Misc.	Current message box data index	
sram	$70409E	$70449D	1024 bytes	Misc.	Table of MAP16 indices that represents the currently loaded two BG1 foreground tiles (two screens side by side, even & odd x-wise), orientation is based on scroll values	
sram	$70449E	$704515	120 bytes	Misc.	Offset per tile moving object table, 20 6-byte entries, each entry represents a rectangle in the map which triggers an OPT effect that oscillates up & down (like 6-4 moving platforms): Byte 1: Leftmost X tile of rectangle (all coordinates and sizes are 8 pixel tile coords) Byte 2: Topmost Y tile Byte 3: Width of rectangle - 1 Byte 4: Height - 1 Byte 5: Amplitude of oscillation: # of pixels the object travels both up and down from its normal position in stage, this value is signed which indicates initial movement direction Byte 6: Current offset of object NOTE: when triggered, X will be per-column but Y will activate for the entire height of the screen	
sram	$705800	$7077FF	8192 bytes	Misc.	Buffer used for decompressed file destination/pixel plotting destination; varies in size but up to 8kb	
sram	$707800	$707BFF	1024 bytes	Misc.	Practically free SRAM Only cleared on boot and all scenes with Island graphics	
sram	$707C00	$707C01	2 bytes	Misc.	Save file 1: # of lives (from last save)	
sram	$707C02		1 byte	Misc.	Save file 1: Last level beaten	
sram	$707C03	$707C4A	72 bytes	Misc.	Save file 1: Level high scores, 1 byte per map tile, format: csssssss, c = level completed, s = high score	
sram	$707C4B	$707C65	27 bytes	Misc.	Save file 1: Pause menu items, 1 byte per item, same format as $7E0357	
sram	$707C66		1 byte	Misc.	Save file 1: Controller settings, same format as $700082	
sram	$707C67		1 byte	Misc.	Save file 1: Tutorial message box bitflags, same format as $7E0372	
sram	$707C68	$707C69	2 bytes	Misc.	Save file 2: # of lives (from last save)	
sram	$707C6A		1 byte	Misc.	Save file 2: Last level beaten	
sram	$707C6B	$707CB2	72 bytes	Misc.	Save file 2: Level high scores, 1 byte per map tile, format: csssssss, c = level completed, s = high score	
sram	$707CB3	$707CCD	27 bytes	Misc.	Save file 2: Pause menu items, 1 byte per item, same format as $7E0357	
sram	$707CCE		1 byte	Misc.	Save file 2: Controller settings, same format as $700082	
sram	$707CCF		1 byte	Misc.	Save file 2: Tutorial message box bitflags, same format as $7E0372	
sram	$707CD0	$707CD1	2 bytes	Misc.	Save file 3: # of lives (from last save)	
sram	$707CD2		1 byte	Misc.	Save file 3: Last level beaten	
sram	$707CD3	$707D1A	72 bytes	Misc.	Save file 3: Level high scores, 1 byte per map tile, format: csssssss, c = level completed, s = high score	
sram	$707D1B	$707D35	27 bytes	Misc.	Save file 3: Pause menu items, 1 byte per item, same format as $7E0357	
sram	$707D36		1 byte	Misc.	Save file 3: Controller settings, same format as $700082	
sram	$707D37		1 byte	Misc.	Save file 3: Tutorial message box bitflags, same format as $7E0372	
sram	$707D38	$707D9F	104 bytes	Misc.	Backup of save file 1	
sram	$707DA0	$707E07	104 bytes	Misc.	Backup of save file 2	
sram	$707E08	$707E6F	104 bytes	Misc.	Backup of save file 3	
sram	$707E70	$707E75	6 bytes	Misc.	Save file checksums: 2-byte ($7777 - checksum) of save files 1, 2, then 3	
sram	$707E76	$707E7B	6 bytes	Misc.	Backup save file checksums: 2-byte ($7777 - checksum) of backup save files 1, 2, then 3	
sram	$707E7C	$707E7D	2 bytes	Misc.	Current / most recent save file loaded in ($0000, $0001, $0002)	
sram	$707E7E	$707FFF	386 bytes	Misc.	Unused battery backed up Save RAM Won't get cleared or changed	
rom	$008000	$008054	85 bytes	ASM	This is the starting address for YI. This takes care of basic initialization such as disabling IRQ, HDMA, DMA, clearing the SPC ports, enabling F-blank, disabling emulation mode, disabling decimal mode, initializing the direct page, and setting up the stack, among other things.	
rom	$0080F8	$00812F	56 bytes	Debug	Routine used for frame advance debug code. Enabled by tweak at $0080F7 . See details for controls.	Controls
rom	$00816A	$008238	207 bytes	Pointer	Gamemode subroutine table, 3 bytes per entry.	
rom	$008275	$008276	2 bytes	Empty	Empty (filled with FF)	
rom	$008288	$0082AA	35 bytes	Subroutine	JSL to copy a block of memory into RAM. Input: A: Size of the block $20-$22: RAM Destination $23-$25: DMA Source	
rom	$0082D0	$0082E2	19 bytes	ASM	Copies SPC program	
rom	$0083CD	$0083EE	34 bytes	Subroutine	Subroutine that handles fading effects.	
rom	$00841F	$0084AA	140 bytes	Subroutine	Music uploader subroutine	
rom	$00851C	$00852B	16 bytes	Music	Item-Denial table for each music track: $01-$7F: disable items, $00 and $80-$FF: enable items	
rom	$008543	$0085D0	142 bytes	ASM	Music uploader controller	
rom	$0085D2	$0085DB	10 bytes	Subroutine	Subroutine that plays sound effects	
rom	$00B039	$00B338	768 bytes	Graphics	List of sprite GFX file numbers (1 byte each) that make up each sprite set (6 files per set).	
rom	$00BFF6	$00BFFF	10 bytes	Empty	Empty (filled with FF)	
rom	$00DE44	$00DE66	35 bytes	Super FX	Calls a Super FX routine, Register X = Bank, Register A = Address	
rom	$00E101	$00E125	37 bytes	Subroutine	Kill Yoshi Subroutine. This one kills Yoshi as he was killed by lava. Note that this routine is copied into RAM so jump to $7EE101 if GSU is active. $00E10F is Yoshi's initial Y speed in the death animation. $00E0FD (4 bytes) is the X speed Yoshi has got in the death animation, for facing right and left.	
rom	$00E552	$00E951	1024 bytes	Table	Lookup table for function y = 1/x, copied into $702200-$7025FF (Used by GSU to divide. It does not have a hardware divide so this lookup table is used instead)	
rom	$00F7A9	$00FF9F	2039 bytes	Empty	Empty (filled with FF)	
rom	$00FFA0	$00FFA4	5 bytes	Misc.	ROM build date and time. On a U 1.0 ROM, it's 11:19 am on July 31st, 1995	
rom	$00FFA5	$00FFAF	11 bytes	Empty	Empty (filled with FF)	
rom	$00FFB0	$00FFB1	2 bytes	Misc.	ROM registration: Maker code (ASCII): "01" (Nintendo)	
rom	$00FFB2	$00FFB5	4 bytes	Misc.	ROM registration: Game code (ASCII): "YI "	
rom	$00FFB6	$00FFBB	6 bytes	Misc.	ROM registration: reserved (all $00)	
rom	$00FFBC		1 byte	Misc.	ROM registration: Expansion FLASH Size ($00 = none)	
rom	$00FFBD		1 byte	Misc.	ROM registration: Super FX RAM size ($05 = 32KB)	
rom	$00FFBE		1 byte	Misc.	ROM registration: Special version ($00 = not special)	
rom	$00FFBF		1 byte	Misc.	ROM registration: Chipset sub-type ($00)	
rom	$00FFC0	$00FFD4	21 bytes	Misc.	ROM header: Cartridge title (ASCII): "YOSHI'S ISLAND "	
rom	$00FFD5		1 byte	Misc.	ROM header: ROM Makeup ($20 = LoROM)	
rom	$00FFD6		1 byte	Misc.	ROM header: Chipset ($15 = ROM + SuperFX + RAM + SRAM)	
rom	$00FFD7		1 byte	Misc.	ROM header: ROM size ($0B = 2MB)	
rom	$00FFD8		1 byte	Misc.	ROM header: SRAM size	
rom	$00FFD9		1 byte	Misc.	ROM header: Region ($01 = NTSC)	
rom	$00FFDA		1 byte	Misc.	ROM header: $33 (fixed value)	
rom	$00FFDB		1 byte	Misc.	ROM header: Version ($00 = 1.0)	
rom	$00FFDC	$00FFDD	2 bytes	Misc.	ROM header: Checksum complement (inverted bits)	
rom	$00FFDE	$00FFDF	2 bytes	Misc.	ROM header: Checksum	
rom	$00FFE0	$00FFE3	4 bytes	Misc.	2 unused native vectors	
rom	$00FFE4	$00FFE5	2 bytes	Misc.	Native COP vector (unused)	
rom	$00FFE6	$00FFE7	2 bytes	Misc.	Native BRK vector (unused)	
rom	$00FFE8	$00FFE9	2 bytes	Misc.	Native ABORT vector (unused)	
rom	$00FFEA	$00FFEB	2 bytes	Misc.	Native NMI vector (vblank)	
rom	$00FFEC	$00FFED	2 bytes	Misc.	Native RESET vector (unused)	
rom	$00FFEE	$00FFEF	2 bytes	Misc.	Native IRQ vector	
rom	$00FFF0	$00FFF3	4 bytes	Misc.	2 unused emulation vectors	
rom	$00FFF4	$00FFF5	2 bytes	Misc.	Emulation COP vector (unused)	
rom	$00FFF6	$00FFF7	2 bytes	Misc.	Emulation BRK vector (unused)	
rom	$00FFF8	$00FFF9	2 bytes	Misc.	Emulation ABORT vector (unused)	
rom	$00FFFA	$00FFFB	2 bytes	Misc.	Emulation NMI vector (unused)	
rom	$00FFFC	$00FFFD	2 bytes	Misc.	Emulation RESET vector	
rom	$00FFFE	$00FFFF	2 bytes	Misc.	Emulation IRQ vector (unused)	
rom	$028000	$028047	72 bytes	Sprite Palette	Yoshi colors used in-level. Arranged by translevel number.	
rom	$0280BD	$028128	108 bytes	Sprite Palette	Falling wall palettes. Palettes are stored in individual colours, in the order blue value, green value and red value. It is indexed by the table at $0280B7 which in turn is indexed by the sprite palette and is copied to $70404A.	
rom	$02FFD7	$02FFFF	41 bytes	Empty	Empty (filled with FF)	
rom	$038000	$03852D	1326 bytes	Pointer	Long pointers to sprite init routines in sprite ID order ($000 - $1B9)	
rom	$03852E	$038A5B	1326 bytes	Pointer	Long pointers to sprite main routines in sprite ID order ($000 - $1B9)	
rom	$038A5C	$038F89	1326 bytes	Pointer	Long pointers to sprite head bop routines in sprite ID order ($000 - $1B9)	
rom	$038F8A	$0394B7	1326 bytes	Pointer	Long pointers to sprite riding Yoshi routines in sprite ID order ($000 - $1B9)	
rom	$03A364	$03A48F	300 bytes	Subroutine	Subroutine that spawns sprites	
rom	$03FEEE	$03FFFF	274 bytes	Empty	Empty (filled with FF)	
rom	$0489B8	$0489BF	8 bytes	Sprite Palette	Shy Guy Colors (Green, Red, Yellow, Pink)	
rom	$04AC9C	$04ACB8	29 bytes	Subroutine	Kill Yoshi Subroutine. This one kills Yoshi as he was killed by a spike.	
rom	$05C6FD	$05C70C	16 bytes	Misc.	Table of '?' bucket rotation effects	
rom	$05FFC4	$05FFFF	60 bytes	Empty	Empty (filled with FF)	
rom	$06FEAA	$06FFFF	342 bytes	Empty	Empty (filled with FF)	
rom	$07FF47	$07FFFF	185 bytes	Empty	Empty (filled with FF)	
rom	$089FD0	$089FFF	48 bytes	Empty	Empty (filled with 01)	
rom	$09835F	$09853B	477 bytes	Super FX	Super FX routine which draws Yoshi (copies tiles to OAM and sets the graphics pointer). It also draws Yoshi's tongue.	
rom	$09AF70	$09B03D	206 bytes	Empty	Empty (filled with 01)	
rom	$09EDCE	$09F03D	624 bytes	Empty	Empty (filled with 01)	
rom	$09F18F	$09F43D	687 bytes	Empty	Empty (filled with 01)	
rom	$0AEC2B	$0AEC2E	4 bytes	Player Physics	Yoshi max speed for acceleration to apply, for right and left.	
rom	$0B9787	$0B97FF	121 bytes	Empty	Empty (filled with 01)	
rom	$0BF3B7	$0BFFFF	3145 bytes	Empty	Empty (filled with FF)	
rom	$0CDACA	$0CDAE1	24 bytes	Sprite Palette	Color of Kamek's first magic spell; 2 bytes per boss battle.	
rom	$0CDAE2	$0CDAF9	24 bytes	Sprite Palette	Color of Kamek's second magic spell; 2 bytes per boss battle.	
rom	$0CDAFA	$0CDB05	12 bytes	Music	Music value used for each boss battle: $0A is x-4 boss music (or for level header music setting 7 or 8, $0A becomes the longer intro used in piranha & raven), and $0C is x-8 boss music	
rom	$0CFF69	$0CFFFF	151 bytes	Empty	Empty (filled with FF)	
rom	$0DFC83	$0DFFFF	893 bytes	Empty	Empty (filled with FF)	
rom	$0EA131	$0EA137	7 bytes	Subroutine	Barney Bubble init subroutine	
rom	$0EFF82	$0EFFFF	126 bytes	Empty	Empty (filled with FF)	
rom	$0FE056	$0FF7FF	6058 bytes	Empty	Empty (filled with FF)	
rom	$0FFC80	$0FFFFF	896 bytes	Misc. Tilemap	Tilemap for the Title Screen logo	
rom	$108B05	$108B14	16 bytes	Level Data	Table (one byte entries): The number of bits to copy for each piece of variable-sized header information, in level header order. The final $00 marks the end. Used by $108B15 .	
rom	$108B15	$108B5C	72 bytes	Subroutine	Level header decompression routine: copies variable-sized pieces of header data into separate addresses in RAM starting at $7E0134	
rom	$11B0FB	$11B0FE	4 bytes	Bandit Mini-Game	Table of distances that the Gather Coins cannon rotates	
rom	$11B0FF	$11B102	4 bytes	Bandit Mini-Game	Table of distances that the Gather Coins cannon and platform will move along the white track	
rom	$11B103	$11B106	4 bytes	Bandit Mini-Game	Table of speeds that the Gather Coins cannon rotates	
rom	$15FFD3	$15FFFF	45 bytes	Empty	Empty (filled with FF)	
rom	$1681C7	$1684C4	766 bytes	Level Data	Level $00: object data	
rom	$17B781	$17B900	384 bytes	Map	X-coordinates for checkpoints along Yoshi's walking path after beating a level; 8 bytes per level	
rom	$17B901	$17BA80	384 bytes	Map	Y-coordinates for checkpoints along Yoshi's walking path after beating a level; 8 bytes per level	
rom	$17BDAE	$17BDBD	16 bytes	Map	X-coordinates of each Yoshi on the world 1 map	
rom	$17BDBE	$17BDCD	16 bytes	Map	X-coordinates of each Yoshi on the world 2 map	
rom	$17BDCE	$17BDDD	16 bytes	Map	X-coordinates of each Yoshi on the world 3 map	
rom	$17BDDE	$17BDED	16 bytes	Map	X-coordinates of each Yoshi on the world 4 map	
rom	$17BDEE	$17BDFD	16 bytes	Map	X-coordinates of each Yoshi on the world 5 map	
rom	$17BDFE	$17BE0D	16 bytes	Map	X-coordinates of each Yoshi on the world 6 map	
rom	$17BE0E	$17BE1D	16 bytes	Map	Y-coordinates of each Yoshi on the world 1 map	
rom	$17BE1E	$17BE2D	16 bytes	Map	Y-coordinates of each Yoshi on the world 2 map	
rom	$17BE2E	$17BE3D	16 bytes	Map	Y-coordinates of each Yoshi on the world 3 map	
rom	$17BE3E	$17BE4D	16 bytes	Map	Y-coordinates of each Yoshi on the world 4 map	
rom	$17BE4E	$17BE5D	16 bytes	Map	Y-coordinates of each Yoshi on the world 5 map	
rom	$17BE5E	$17BE6D	16 bytes	Map	Y-coordinates of each Yoshi on the world 6 map	
rom	$17E18E	$17E197	10 bytes	Map	(X, X, Y, B, A) Button sequence that unlocks the Mini-Battle menu	
